"No.","Time","Source","Destination","Protocol","Length","Info","ACK RTT "
"583","10.534819060","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=144996 Ack=650 Win=99 Len=1388 TSval=2046872674 TSecr=1266382024 [TCP segment of a reassembled PDU]",""
"584","10.535012711","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=146384 Ack=650 Win=99 Len=1388 TSval=2046872674 TSecr=1266382024 [TCP segment of a reassembled PDU]",""
"585","10.535051774","rust-bucket.local","151.101.38.214","TCP","66","43784  >  443 [ACK] Seq=1138 Ack=147772 Win=4549 Len=0 TSval=1266382264 TSecr=2046872674","0.000039063"
"586","10.535640253","151.101.38.214","rust-bucket.local","TCP","2842","443  >  43784 [ACK] Seq=147772 Ack=650 Win=99 Len=2776 TSval=2046872674 TSecr=1266382024 [TCP segment of a reassembled PDU]",""
"587","10.535725741","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=150548 Ack=650 Win=99 Len=1388 TSval=2046872674 TSecr=1266382024 [TCP segment of a reassembled PDU]",""
"588","10.535876667","rust-bucket.local","151.101.38.214","TCP","66","43784  >  443 [ACK] Seq=1138 Ack=151936 Win=4549 Len=0 TSval=1266382265 TSecr=2046872674","0.000150926"
"589","10.536031818","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=151936 Ack=650 Win=99 Len=1388 TSval=2046872674 TSecr=1266382024 [TCP segment of a reassembled PDU]",""
"590","10.541177552","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=153324 Ack=650 Win=99 Len=1388 TSval=2046872674 TSecr=1266382024 [TCP segment of a reassembled PDU]",""
"591","10.541245127","rust-bucket.local","151.101.38.214","TCP","66","43784  >  443 [ACK] Seq=1138 Ack=154712 Win=4549 Len=0 TSval=1266382270 TSecr=2046872674","0.000067575"
"592","10.541388816","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=154712 Ack=650 Win=99 Len=1388 TSval=2046872674 TSecr=1266382024 [TCP segment of a reassembled PDU]",""
"593","10.546598863","151.101.38.214","rust-bucket.local","TLSv1.2","1211","Application Data",""
"594","10.546623950","rust-bucket.local","151.101.38.214","TCP","66","43784  >  443 [ACK] Seq=1138 Ack=157245 Win=4549 Len=0 TSval=1266382275 TSecr=2046872674","0.000025087"
"595","10.546910990","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=157245 Ack=650 Win=99 Len=1388 TSval=2046872674 TSecr=1266382024 [TCP segment of a reassembled PDU]",""
"596","10.547314980","151.101.38.214","rust-bucket.local","TCP","2842","443  >  43784 [ACK] Seq=158633 Ack=650 Win=99 Len=2776 TSval=2046872674 TSecr=1266382024 [TCP segment of a reassembled PDU]",""
"597","10.547563369","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=161409 Ack=650 Win=99 Len=1388 TSval=2046872674 TSecr=1266382024 [TCP segment of a reassembled PDU]",""
"598","10.547722083","151.101.38.214","rust-bucket.local","TLSv1.2","482","Application Data",""
"599","10.548056935","rust-bucket.local","151.101.38.214","TCP","66","43784  >  443 [ACK] Seq=1138 Ack=163213 Win=4549 Len=0 TSval=1266382277 TSecr=2046872674","0.000334852"
"600","10.548065622","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=163213 Ack=766 Win=99 Len=1388 TSval=2046872678 TSecr=1266382025 [TCP segment of a reassembled PDU]","0.252103457"
"601","10.552848329","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=164601 Ack=766 Win=99 Len=1388 TSval=2046872678 TSecr=1266382025 [TCP segment of a reassembled PDU]",""
"602","10.552901129","rust-bucket.local","151.101.38.214","TCP","66","43784  >  443 [ACK] Seq=1138 Ack=165989 Win=4549 Len=0 TSval=1266382282 TSecr=2046872678","0.000052800"
"603","10.558567854","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=165989 Ack=766 Win=99 Len=1388 TSval=2046872678 TSecr=1266382025 [TCP segment of a reassembled PDU]",""
"604","10.558629455","151.101.38.214","rust-bucket.local","TLSv1.2","471","Application Data",""
"605","10.558710330","rust-bucket.local","151.101.38.214","TCP","66","43784  >  443 [ACK] Seq=1138 Ack=167782 Win=4549 Len=0 TSval=1266382287 TSecr=2046872678","0.000080875"
"606","10.595270372","151.101.38.214","rust-bucket.local","TCP","66","443  >  43784 [ACK] Seq=167782 Ack=953 Win=99 Len=0 TSval=2046872694 TSecr=1266382067","0.241953814"
"607","10.606640548","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=167782 Ack=953 Win=99 Len=1388 TSval=2046872694 TSecr=1266382067 [TCP segment of a reassembled PDU]",""
"609","10.639505178","151.101.38.214","rust-bucket.local","TCP","66","443  >  43784 [ACK] Seq=169170 Ack=1138 Win=102 Len=0 TSval=2046872707 TSecr=1266382082","0.285961094"
"610","10.639580653","rust-bucket.local","151.101.38.214","TCP","66","43784  >  443 [ACK] Seq=1138 Ack=169170 Win=4549 Len=0 TSval=1266382368 TSecr=2046872694","0.032940105"
"611","10.650054435","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=169170 Ack=1138 Win=102 Len=1388 TSval=2046872708 TSecr=1266382158 [TCP segment of a reassembled PDU]",""
"612","10.650323874","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=170558 Ack=1138 Win=102 Len=1388 TSval=2046872708 TSecr=1266382158 [TCP segment of a reassembled PDU]",""
"613","10.650366112","rust-bucket.local","151.101.38.214","TCP","66","43784  >  443 [ACK] Seq=1138 Ack=171946 Win=4549 Len=0 TSval=1266382379 TSecr=2046872708","0.000042238"
"614","10.650616464","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=171946 Ack=1138 Win=102 Len=1388 TSval=2046872708 TSecr=1266382163 [TCP segment of a reassembled PDU]",""
"615","10.650887378","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=173334 Ack=1138 Win=102 Len=1388 TSval=2046872708 TSecr=1266382163 [TCP segment of a reassembled PDU]",""
"616","10.651143617","rust-bucket.local","151.101.38.214","TCP","66","43784  >  443 [ACK] Seq=1138 Ack=174722 Win=4549 Len=0 TSval=1266382380 TSecr=2046872708","0.000256239"
"617","10.667660989","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=174722 Ack=1138 Win=102 Len=1388 TSval=2046872716 TSecr=1266382185 [TCP segment of a reassembled PDU]",""
"618","10.680038571","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=176110 Ack=1138 Win=102 Len=1388 TSval=2046872716 TSecr=1266382185 [TCP segment of a reassembled PDU]",""
"619","10.680094847","rust-bucket.local","151.101.38.214","TCP","66","43784  >  443 [ACK] Seq=1138 Ack=177498 Win=4549 Len=0 TSval=1266382409 TSecr=2046872716","0.000056276"
"620","10.680272560","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=177498 Ack=1138 Win=102 Len=1388 TSval=2046872716 TSecr=1266382185 [TCP segment of a reassembled PDU]",""
"621","10.681120066","151.101.38.214","rust-bucket.local","TLSv1.2","5618","Application Data [TCP segment of a reassembled PDU]",""
"622","10.681246429","rust-bucket.local","151.101.38.214","TCP","66","43784  >  443 [ACK] Seq=1138 Ack=184438 Win=4549 Len=0 TSval=1266382410 TSecr=2046872716","0.000126363"
"623","10.681504656","151.101.38.214","rust-bucket.local","TCP","2842","443  >  43784 [ACK] Seq=184438 Ack=1138 Win=102 Len=2776 TSval=2046872716 TSecr=1266382185 [TCP segment of a reassembled PDU]",""
"624","10.681784708","151.101.38.214","rust-bucket.local","TLSv1.2","1454","Application Data [TCP segment of a reassembled PDU]",""
"625","10.681971684","rust-bucket.local","151.101.38.214","TCP","66","43784  >  443 [ACK] Seq=1138 Ack=188602 Win=4549 Len=0 TSval=1266382411 TSecr=2046872716","0.000186976"
"626","10.682058409","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=188602 Ack=1138 Win=102 Len=1388 TSval=2046872716 TSecr=1266382185 [TCP segment of a reassembled PDU]",""
"627","10.682328761","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=189990 Ack=1138 Win=102 Len=1388 TSval=2046872716 TSecr=1266382185 [TCP segment of a reassembled PDU]",""
"628","10.682369487","rust-bucket.local","151.101.38.214","TCP","66","43784  >  443 [ACK] Seq=1138 Ack=191378 Win=4549 Len=0 TSval=1266382411 TSecr=2046872716","0.000040726"
"630","10.702076429","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=191378 Ack=1138 Win=102 Len=1388 TSval=2046872716 TSecr=1266382185 [TCP segment of a reassembled PDU]",""
"631","10.714534699","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=192766 Ack=1138 Win=102 Len=1388 TSval=2046872716 TSecr=1266382185 [TCP segment of a reassembled PDU]",""
"632","10.714589912","rust-bucket.local","151.101.38.214","TCP","66","43784  >  443 [ACK] Seq=1138 Ack=194154 Win=4549 Len=0 TSval=1266382443 TSecr=2046872716","0.000055213"
"633","10.714787151","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=194154 Ack=1138 Win=102 Len=1388 TSval=2046872716 TSecr=1266382185 [TCP segment of a reassembled PDU]",""
"634","10.715251217","151.101.38.214","rust-bucket.local","TCP","2842","443  >  43784 [ACK] Seq=195542 Ack=1138 Win=102 Len=2776 TSval=2046872716 TSecr=1266382185 [TCP segment of a reassembled PDU]",""
"635","10.715337817","rust-bucket.local","151.101.38.214","TCP","66","43784  >  443 [ACK] Seq=1138 Ack=198318 Win=4549 Len=0 TSval=1266382444 TSecr=2046872716","0.000086600"
"636","10.715510718","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=198318 Ack=1138 Win=102 Len=1388 TSval=2046872716 TSecr=1266382185 [TCP segment of a reassembled PDU]",""
"637","10.715782920","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=199706 Ack=1138 Win=102 Len=1388 TSval=2046872716 TSecr=1266382190 [TCP segment of a reassembled PDU]",""
"638","10.715809658","rust-bucket.local","151.101.38.214","TCP","66","43784  >  443 [ACK] Seq=1138 Ack=201094 Win=4549 Len=0 TSval=1266382445 TSecr=2046872716","0.000026738"
"639","10.716062947","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=201094 Ack=1138 Win=102 Len=1388 TSval=2046872716 TSecr=1266382190 [TCP segment of a reassembled PDU]",""
"640","10.720632702","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=202482 Ack=1138 Win=102 Len=1388 TSval=2046872716 TSecr=1266382199 [TCP segment of a reassembled PDU]",""
"641","10.720695565","rust-bucket.local","151.101.38.214","TCP","66","43784  >  443 [ACK] Seq=1138 Ack=203870 Win=4549 Len=0 TSval=1266382449 TSecr=2046872716","0.000062863"
"642","10.720897654","151.101.38.214","rust-bucket.local","TLSv1.2","1454","Application Data [TCP segment of a reassembled PDU]",""
"643","10.721184681","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=205258 Ack=1138 Win=102 Len=1388 TSval=2046872716 TSecr=1266382199 [TCP segment of a reassembled PDU]",""
"644","10.721219231","rust-bucket.local","151.101.38.214","TCP","66","43784  >  443 [ACK] Seq=1138 Ack=206646 Win=4549 Len=0 TSval=1266382450 TSecr=2046872716","0.000034550"
"645","10.726016025","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=206646 Ack=1138 Win=102 Len=1388 TSval=2046872716 TSecr=1266382199 [TCP segment of a reassembled PDU]",""
"646","10.726271040","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=208034 Ack=1138 Win=102 Len=1388 TSval=2046872716 TSecr=1266382199 [TCP segment of a reassembled PDU]",""
"647","10.726304827","rust-bucket.local","151.101.38.214","TCP","66","43784  >  443 [ACK] Seq=1138 Ack=209422 Win=4549 Len=0 TSval=1266382455 TSecr=2046872716","0.000033787"
"648","10.726733343","151.101.38.214","rust-bucket.local","TCP","2842","443  >  43784 [ACK] Seq=209422 Ack=1138 Win=102 Len=2776 TSval=2046872716 TSecr=1266382199 [TCP segment of a reassembled PDU]",""
"649","10.726820993","rust-bucket.local","151.101.38.214","TCP","66","43784  >  443 [ACK] Seq=1138 Ack=212198 Win=4549 Len=0 TSval=1266382456 TSecr=2046872716","0.000087650"
"650","10.726992732","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=212198 Ack=1138 Win=102 Len=1388 TSval=2046872716 TSecr=1266382199 [TCP segment of a reassembled PDU]",""
"651","10.727271384","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=213586 Ack=1138 Win=102 Len=1388 TSval=2046872716 TSecr=1266382199 [TCP segment of a reassembled PDU]",""
"652","10.727293197","rust-bucket.local","151.101.38.214","TCP","66","43784  >  443 [ACK] Seq=1138 Ack=214974 Win=4549 Len=0 TSval=1266382456 TSecr=2046872716","0.000021813"
"653","10.727554461","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=214974 Ack=1138 Win=102 Len=1388 TSval=2046872716 TSecr=1266382199 [TCP segment of a reassembled PDU]",""
"654","10.731760551","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=216362 Ack=1138 Win=102 Len=1388 TSval=2046872716 TSecr=1266382199 [TCP segment of a reassembled PDU]",""
"655","10.731813851","rust-bucket.local","151.101.38.214","TCP","66","43784  >  443 [ACK] Seq=1138 Ack=217750 Win=4549 Len=0 TSval=1266382461 TSecr=2046872716","0.000053300"
"656","10.732000815","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=217750 Ack=1138 Win=102 Len=1388 TSval=2046872716 TSecr=1266382199 [TCP segment of a reassembled PDU]",""
"657","10.732271142","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=219138 Ack=1138 Win=102 Len=1388 TSval=2046872716 TSecr=1266382203 [TCP segment of a reassembled PDU]",""
"658","10.732291629","rust-bucket.local","151.101.38.214","TCP","66","43784  >  443 [ACK] Seq=1138 Ack=220526 Win=4549 Len=0 TSval=1266382461 TSecr=2046872716","0.000020487"
"659","10.732548781","151.101.38.214","rust-bucket.local","TLSv1.2","1454","Application Data [TCP segment of a reassembled PDU]",""
"660","10.732827308","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=221914 Ack=1138 Win=102 Len=1388 TSval=2046872721 TSecr=1266382210 [TCP segment of a reassembled PDU]",""
"661","10.732847608","rust-bucket.local","151.101.38.214","TCP","66","43784  >  443 [ACK] Seq=1138 Ack=223302 Win=4549 Len=0 TSval=1266382462 TSecr=2046872716","0.000020300"
"662","10.752123511","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=223302 Ack=1138 Win=102 Len=1388 TSval=2046872721 TSecr=1266382210 [TCP segment of a reassembled PDU]",""
"663","10.763685550","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=224690 Ack=1138 Win=102 Len=1388 TSval=2046872728 TSecr=1266382234 [TCP segment of a reassembled PDU]",""
"664","10.763761450","rust-bucket.local","151.101.38.214","TCP","66","43784  >  443 [ACK] Seq=1138 Ack=226078 Win=4549 Len=0 TSval=1266382492 TSecr=2046872721","0.000075900"
"665","10.763918476","151.101.38.214","rust-bucket.local","TLSv1.2","1454","Application Data [TCP segment of a reassembled PDU]",""
"666","10.764193566","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=227466 Ack=1138 Win=102 Len=1388 TSval=2046872728 TSecr=1266382234 [TCP segment of a reassembled PDU]",""
"667","10.764214153","rust-bucket.local","151.101.38.214","TCP","66","43784  >  443 [ACK] Seq=1138 Ack=228854 Win=4549 Len=0 TSval=1266382493 TSecr=2046872728","0.000020587"
"668","10.764501318","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=228854 Ack=1138 Win=102 Len=1388 TSval=2046872728 TSecr=1266382234 [TCP segment of a reassembled PDU]",""
"669","10.764889183","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=230242 Ack=1138 Win=102 Len=1388 TSval=2046872728 TSecr=1266382245 [TCP segment of a reassembled PDU]",""
"670","10.766401855","rust-bucket.local","151.101.38.214","TCP","66","43784  >  443 [ACK] Seq=1138 Ack=231630 Win=4549 Len=0 TSval=1266382495 TSecr=2046872728","0.001512672"
"671","10.769676914","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=231630 Ack=1138 Win=102 Len=1388 TSval=2046872728 TSecr=1266382245 [TCP segment of a reassembled PDU]",""
"672","10.769889441","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=233018 Ack=1138 Win=102 Len=1388 TSval=2046872728 TSecr=1266382247 [TCP segment of a reassembled PDU]",""
"673","10.770178018","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=234406 Ack=1138 Win=102 Len=1388 TSval=2046872728 TSecr=1266382247 [TCP segment of a reassembled PDU]",""
"674","10.770456545","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=235794 Ack=1138 Win=102 Len=1388 TSval=2046872728 TSecr=1266382247 [TCP segment of a reassembled PDU]",""
"675","10.771288650","rust-bucket.local","151.101.38.214","TCP","66","43784  >  443 [ACK] Seq=1138 Ack=237182 Win=4549 Len=0 TSval=1266382500 TSecr=2046872728","0.000832105"
"676","10.775590103","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=237182 Ack=1138 Win=102 Len=1388 TSval=2046872728 TSecr=1266382247 [TCP segment of a reassembled PDU]",""
"677","10.775710629","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=238570 Ack=1138 Win=102 Len=1388 TSval=2046872728 TSecr=1266382247 [TCP segment of a reassembled PDU]",""
"678","10.776175582","151.101.38.214","rust-bucket.local","TLSv1.2","2842","Application Data [TCP segment of a reassembled PDU]",""
"679","10.776430509","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=242734 Ack=1138 Win=102 Len=1388 TSval=2046872728 TSecr=1266382251 [TCP segment of a reassembled PDU]",""
"680","10.776709048","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=244122 Ack=1138 Win=102 Len=1388 TSval=2046872728 TSecr=1266382251 [TCP segment of a reassembled PDU]",""
"681","10.777428941","rust-bucket.local","151.101.38.214","TCP","66","43784  >  443 [ACK] Seq=1138 Ack=245510 Win=4549 Len=0 TSval=1266382506 TSecr=2046872728","0.000719893"
"682","10.781555181","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=245510 Ack=1138 Win=102 Len=1388 TSval=2046872728 TSecr=1266382253 [TCP segment of a reassembled PDU]",""
"683","10.781797107","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=246898 Ack=1138 Win=102 Len=1388 TSval=2046872728 TSecr=1266382253 [TCP segment of a reassembled PDU]",""
"684","10.781925033","rust-bucket.local","151.101.38.214","TCP","66","43784  >  443 [ACK] Seq=1138 Ack=248286 Win=4549 Len=0 TSval=1266382511 TSecr=2046872728","0.000127926"
"685","10.782620025","151.101.38.214","rust-bucket.local","TLSv1.2","4230","Application Data [TCP segment of a reassembled PDU]",""
"686","10.782824364","rust-bucket.local","151.101.38.214","TCP","66","43784  >  443 [ACK] Seq=1138 Ack=252450 Win=4549 Len=0 TSval=1266382512 TSecr=2046872728","0.000204339"
"687","10.782861564","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=252450 Ack=1138 Win=102 Len=1388 TSval=2046872728 TSecr=1266382253 [TCP segment of a reassembled PDU]",""
"688","10.782887939","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=253838 Ack=1138 Win=102 Len=1388 TSval=2046872728 TSecr=1266382257 [TCP segment of a reassembled PDU]",""
"689","10.783038403","rust-bucket.local","151.101.38.214","TCP","66","43784  >  443 [ACK] Seq=1138 Ack=255226 Win=4549 Len=0 TSval=1266382512 TSecr=2046872728","0.000150464"
"690","10.783154691","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=255226 Ack=1138 Win=102 Len=1388 TSval=2046872728 TSecr=1266382257 [TCP segment of a reassembled PDU]",""
"691","10.783406693","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=256614 Ack=1138 Win=102 Len=1388 TSval=2046872728 TSecr=1266382258 [TCP segment of a reassembled PDU]",""
"692","10.783481281","rust-bucket.local","151.101.38.214","TCP","66","43784  >  443 [ACK] Seq=1138 Ack=258002 Win=4549 Len=0 TSval=1266382512 TSecr=2046872728","0.000074588"
"693","10.787959548","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=258002 Ack=1138 Win=102 Len=1388 TSval=2046872728 TSecr=1266382258 [TCP segment of a reassembled PDU]",""
"697","10.789439583","151.101.38.214","rust-bucket.local","TCP","2842","443  >  43784 [ACK] Seq=259390 Ack=1138 Win=102 Len=2776 TSval=2046872739 TSecr=1266382264 [TCP segment of a reassembled PDU]",""
"698","10.789526946","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=262166 Ack=1138 Win=102 Len=1388 TSval=2046872739 TSecr=1266382265 [TCP segment of a reassembled PDU]",""
"699","10.789823448","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=263554 Ack=1138 Win=102 Len=1388 TSval=2046872739 TSecr=1266382265 [TCP segment of a reassembled PDU]",""
"700","10.789967461","rust-bucket.local","151.101.38.214","TCP","66","43784  >  443 [ACK] Seq=1138 Ack=264942 Win=4549 Len=0 TSval=1266382519 TSecr=2046872728","0.000144013"
"701","10.790095537","151.101.38.214","rust-bucket.local","TLSv1.2","1454","Application Data [TCP segment of a reassembled PDU]",""
"702","10.793776074","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=266330 Ack=1138 Win=102 Len=1388 TSval=2046872739 TSecr=1266382265 [TCP segment of a reassembled PDU]",""
"703","10.793825862","rust-bucket.local","151.101.38.214","TCP","66","43784  >  443 [ACK] Seq=1138 Ack=267718 Win=4549 Len=0 TSval=1266382523 TSecr=2046872739","0.000049788"
"704","10.800030490","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=267718 Ack=1138 Win=102 Len=1388 TSval=2046872739 TSecr=1266382270 [TCP segment of a reassembled PDU]",""
"705","10.806660647","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=269106 Ack=1138 Win=102 Len=1388 TSval=2046872739 TSecr=1266382270 [TCP segment of a reassembled PDU]",""
"706","10.806712660","rust-bucket.local","151.101.38.214","TCP","66","43784  >  443 [ACK] Seq=1138 Ack=270494 Win=4549 Len=0 TSval=1266382535 TSecr=2046872739","0.000052013"
"707","10.806776423","151.101.38.214","rust-bucket.local","TLSv1.2","348","Application Data",""
"708","10.806910298","rust-bucket.local","151.101.38.214","TCP","66","43784  >  443 [ACK] Seq=1138 Ack=270776 Win=4549 Len=0 TSval=1266382536 TSecr=2046872739","0.000133875"
"804","11.966278270","rust-bucket.local","151.101.38.214","TLSv1.2","208","Application Data",""
"805","11.973220541","rust-bucket.local","151.101.38.214","TLSv1.2","160","Application Data",""
"806","11.998210169","rust-bucket.local","151.101.38.214","TLSv1.2","154","Application Data",""
"807","12.008702388","rust-bucket.local","151.101.38.214","TLSv1.2","162","Application Data",""
"808","12.023224309","rust-bucket.local","151.101.38.214","TLSv1.2","162","Application Data",""
"809","12.074106158","rust-bucket.local","151.101.38.214","TLSv1.2","266","Application Data",""
"810","12.103060862","rust-bucket.local","151.101.38.214","TLSv1.2","109","Application Data",""
"811","12.103363526","rust-bucket.local","151.101.38.214","TLSv1.2","109","Application Data",""
"812","12.103825930","rust-bucket.local","151.101.38.214","TLSv1.2","109","Application Data",""
"813","12.103895667","rust-bucket.local","151.101.38.214","TLSv1.2","152","Application Data, Application Data",""
"827","12.217231967","151.101.38.214","rust-bucket.local","TCP","66","443  >  43784 [ACK] Seq=270776 Ack=1280 Win=104 Len=0 TSval=2046873103 TSecr=1266383695","0.250953697"
"828","12.217316080","151.101.38.214","rust-bucket.local","TCP","66","443  >  43784 [ACK] Seq=270776 Ack=1374 Win=104 Len=0 TSval=2046873103 TSecr=1266383702","0.244095539"
"829","12.217409881","151.101.38.214","rust-bucket.local","TCP","66","443  >  43784 [ACK] Seq=270776 Ack=1462 Win=104 Len=0 TSval=2046873103 TSecr=1266383727","0.219199712"
"830","12.222609465","151.101.38.214","rust-bucket.local","TLSv1.2","257","Application Data",""
"831","12.222702803","rust-bucket.local","151.101.38.214","TCP","66","43784  >  443 [ACK] Seq=2069 Ack=270967 Win=4549 Len=0 TSval=1266383951 TSecr=2046873103","0.000093338"
"832","12.222816091","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=270967 Ack=1462 Win=104 Len=1388 TSval=2046873103 TSecr=1266383727 [TCP segment of a reassembled PDU]",""
"833","12.222846779","rust-bucket.local","151.101.38.214","TCP","66","43784  >  443 [ACK] Seq=2069 Ack=272355 Win=4539 Len=0 TSval=1266383952 TSecr=2046873103","0.000030688"
"834","12.223900436","rust-bucket.local","151.101.38.214","TLSv1.2","108","Application Data",""
"835","12.228746218","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=272355 Ack=1462 Win=104 Len=1388 TSval=2046873103 TSecr=1266383727 [TCP segment of a reassembled PDU]",""
"836","12.228804844","151.101.38.214","rust-bucket.local","TLSv1.2","78","Application Data",""
"837","12.229042933","rust-bucket.local","151.101.38.214","TCP","66","43784  >  443 [ACK] Seq=2111 Ack=273755 Win=4549 Len=0 TSval=1266383958 TSecr=2046873103","0.000238089"
"838","12.229318997","151.101.38.214","rust-bucket.local","TLSv1.2","2854","Application Data",""
"839","12.229559524","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=276543 Ack=1462 Win=104 Len=1388 TSval=2046873103 TSecr=1266383727 [TCP segment of a reassembled PDU]",""
"840","12.229658787","rust-bucket.local","151.101.38.214","TCP","66","43784  >  443 [ACK] Seq=2111 Ack=277931 Win=4549 Len=0 TSval=1266383958 TSecr=2046873103","0.000099263"
"841","12.229851000","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=277931 Ack=1462 Win=104 Len=1388 TSval=2046873103 TSecr=1266383727 [TCP segment of a reassembled PDU]",""
"842","12.229940239","151.101.38.214","rust-bucket.local","TLSv1.2","78","Application Data",""
"843","12.235092673","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=279331 Ack=1462 Win=104 Len=1388 TSval=2046873103 TSecr=1266383727 [TCP segment of a reassembled PDU]",""
"844","12.235243699","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=280719 Ack=1462 Win=104 Len=1388 TSval=2046873103 TSecr=1266383727 [TCP segment of a reassembled PDU]",""
"845","12.235544888","151.101.38.214","rust-bucket.local","TLSv1.2","78","Application Data",""
